1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,13,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0,0,0,0,0,15,14,0,0,0,0,15,0,0,0,1
1,2,2,2,2,12,2,12,2,12,2,2,2,2,2,2,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1
1,0,0,0,0,0,0,2,2,10,10,10,10,10,10,2,2,0,0,0,1
1,0,0,0,0,0,19,1,1,10,10,10,10,10,10,1,1,0,0,0,1
1,0,0,0,0,19,19,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,18,0,19,19,19,19,0,0,0,0,0,15,14,0,0,15,0,0,0,1
1,2,2,2,2,2,2,12,2,12,2,12,2,2,2,2,2,10,10,10,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
