1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,2,10,2,0,0,0,0,0,0,0,1
1,20,0,0,0,0,15,14,15,0,1,10,1,2,0,0,0,0,0,0,1
1,2,2,2,2,2,2,2,2,2,1,10,1,1,2,2,2,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1
1,21,0,0,2,1,0,0,0,0,0,0,2,1,0,0,2,2,1,1,1
1,2,2,2,1,1,2,2,10,10,10,2,1,1,2,2,1,1,1,1,1
1,1,1,1,1,1,1,1,10,10,10,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
